loan_amnt,term,annual_inc,dti,fico_score,inq_last_6mths,delinq_2yrs,open_acc,pub_rec,revol_bal,revol_util,total_acc,emp_length,loan_to_income,fico_dti_ratio,credit_age_proxy,delinq_pub_sum,log_annual_inc,log_revol_bal,home_ownership,purpose,verification_status,addr_state,llm_employment_stability,llm_income_confidence,llm_debt_stress_signal,llm_repayment_intent_score,llm_urgency_flag,llm_financial_literacy_signal,llm_purpose_clarity,llm_future_orientation,loan_idx,y
0.16257389,-0.2230863,-0.29532918,-0.041420944,-0.2663497,0.016750377,0.0012456228,-0.017748002,0.0010653625,-0.0792655,0.007235788,0.018001404,0.108442515,-0.092268385,-0.01443502,-0.004638137,0.029654613,-0.065029584,-0.03318766,-0.30629933,0.10602769,0.043266535,-0.054060988,-0.0061503374,-0.024408244,0.02579536,-0.045916084,-0.12120689,-0.002658275,-0.18162994,0.06561653,2464,0
-0.032776874,-0.16541569,-0.0046562264,-0.02467788,0.3301187,0.018459167,-0.031905167,-0.12040181,-0.00093163014,0.015473896,0.012873932,-0.016199395,-0.05223053,-0.1540364,-0.05816552,-0.31644568,-0.019315694,0.025313241,0.00324032,-0.14050989,-0.005619188,0.060616594,0.14018239,0.031657755,-0.033249944,-0.02164782,0.09776478,0.15809776,0.098579,0.031216491,0.04208282,228,0
-0.056861624,-0.2829683,-0.040072512,-0.006913839,0.14877625,-0.044214085,0.0013050103,0.1293781,0.004517137,0.05118485,-0.07553601,-0.0038094667,0.06754311,0.17665672,-0.06862647,0.039471727,0.014588121,-0.023195777,-0.00966891,-0.027809752,0.2773669,0.09033738,0.1364161,-0.025341863,0.012004989,-0.10885353,0.013072422,-0.35128838,-0.015337197,-0.11116712,-0.0858556,915,0
-0.03170468,0.54812324,0.044264343,-0.057742037,0.11358423,0.022000365,0.00039390038,0.10491471,0.003882407,0.030973272,-0.13010448,-0.00324854,-0.082348585,0.03867165,0.005288122,0.014986922,0.016601577,0.027667163,0.0033186767,-0.19653013,-0.020183926,0.062363878,-0.107342206,0.053799637,-0.0017247092,0.005280996,0.011333174,-0.105494,0.030583335,-0.096716836,-0.036786664,794,0
0.18982816,-0.22013493,-0.018246356,0.0014830516,0.09688562,0.010583701,-6.404317e-05,-0.088545315,-0.00041583285,0.013927053,-0.042833418,0.08305679,-0.023166396,-0.089021675,-0.00042583683,0.30875885,0.021158127,-0.02120438,0.035383616,0.3266705,-0.0040502,0.057580404,-0.1383133,0.019330435,0.052125953,0.021952834,0.032469824,-0.114133,-0.08710836,0.027036374,0.06463006,3021,1
0.10837909,0.6399648,0.03352081,0.024883127,0.035623636,-0.011713245,0.0015477696,0.14667885,-6.1389e-05,-0.13003244,-0.0030645323,0.014332252,0.04139774,0.13778876,0.09044119,0.07667957,0.0068092486,0.012071922,-0.040411588,-0.16693081,-0.009535824,0.038380027,0.05572439,-0.042420764,0.27152082,0.026644843,0.00069816905,-0.07610281,0.066450074,0.027243996,0.0024016846,3543,1
-0.076917045,0.5716645,0.03940646,0.026453795,0.13839544,0.011624976,-0.010095913,0.007048344,-0.0321723,0.27772778,-0.14541467,-0.024570335,0.08368226,-0.15119964,0.0537048,-0.12393308,-0.038020987,-0.00840239,0.050622575,-0.14658153,-0.014027296,-0.14916001,-0.05640653,0.09020928,0.045086633,0.0008874289,0.038686275,0.050401688,-0.14576085,-0.07761642,0.009685991,1073,0
-0.030225098,-0.2311275,0.090983026,-0.055151615,-0.06290849,0.01662193,-0.0007217749,-0.06846225,0.004652405,0.064707585,-0.065976955,0.027375286,0.07610311,-0.19550796,-0.11886124,0.029993098,0.014871946,0.023317015,0.033401225,0.3194611,0.15611112,-0.21742572,-0.14742273,-0.028438728,-0.17459959,0.048028953,0.0023326746,-0.1394355,-0.051825665,-0.06935891,0.0026327455,3351,1
-0.08333151,0.4559476,0.055686165,-0.031948246,-0.43144244,0.017185705,-0.00011016971,-0.01293434,0.004582417,0.026719159,-0.08151141,-0.029781125,-0.044782776,-0.1046238,0.011223507,0.0041174497,0.015504128,0.008099744,0.00086320064,0.16431497,-0.009789629,0.05353481,0.00029822765,0.029327018,-0.03132925,-0.02009803,-0.3569833,0.16648966,-0.02456192,0.022296505,0.016963707,1744,0
-0.0033165463,-0.19832422,0.047219392,0.014264486,0.103619464,-0.027492303,-0.0046886993,-0.06882088,-0.024242882,-0.0028180315,-0.07340628,-0.001272718,-0.07059759,-0.112658225,0.060541503,-0.118447535,-0.042575102,0.027887873,0.02691142,-0.20054692,0.0035220417,0.06529812,0.394092,0.057280254,-0.035080593,-0.0016306948,0.037678663,-0.1621651,-0.011387976,0.034717582,0.015007981,1084,0
